Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Country,Gender,Timestamp,Clicked on Ad
83.91,29,53223.58,222.87,Distributed bifurcated challenge,Haleberg,Burundi,Male,1/4/16 22:27,No
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,Bahamas,Female,4/8/16 22:40,No
71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,Sweden,Male,1/5/16 11:53,Yes
47.23,43,73538.09,210.87,Optimized upward-trending productivity,Yangside,Svalbard & Jan Mayen Islands,Male,3/17/16 22:24,Yes
82.37,30,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,Tonga,Male,6/29/16 4:23,No
43.63,38,61757.12,135.25,Quality-focused maximized extranet,Frankport,Korea,Female,5/25/16 19:45,Yes
70.9,28,71727.51,190.95,Centralized client-driven workforce,Port Juan,Kyrgyz Republic,Female,6/17/16 23:19,No
71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,Costa Rica,Female,4/24/16 7:20,No
62.12,37,50671.6,105.86,Re-engineered intangible software,Johnsonview,Liechtenstein,Female,3/18/16 13:00,Yes
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,Zimbabwe,Male,4/28/16 21:58,Yes
57.99,50,62466.1,124.58,Innovative homogeneous alliance,New Angelview,Costa Rica,Male,2/12/16 8:46,Yes
66.8,29,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,Hungary,Male,7/11/16 13:23,Yes
49.13,32,41097.17,120.49,Optimized intermediate help-desk,Morganport,Fiji,Male,1/29/16 0:45,Yes
45.11,58,39799.73,195.69,Sharable reciprocal project,Browntown,Netherlands,Male,1/5/16 16:26,Yes
54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,Sweden,Female,6/20/16 8:22,No
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,Barbados,Female,2/6/16 17:48,Yes
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,Paraguay,Male,6/22/16 17:19,No
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,Italy,Male,4/16/16 5:24,No
82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,Belarus,Female,1/17/16 5:07,No
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,South Georgia and the South Sandwich Islands,Male,7/8/16 22:30,No
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,Anguilla,Female,3/11/16 0:05,No
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,Sierra Leone,Female,6/10/16 0:35,Yes
48.86,35,62463.7,128.37,Universal empowering adapter,Elizabethbury,Saint Martin,Male,1/4/16 0:44,Yes
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,Uganda,Male,1/1/16 15:14,Yes
85.73,32,43778.88,147.75,Stand-alone radical throughput,New Tammy,Saudi Arabia,Female,7/10/16 17:24,Yes
75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,Greenland,Female,3/27/16 19:50,No
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,Venezuela,Female,4/29/16 13:38,No
53.63,54,50333.72,126.29,Front-line zero-defect array,Vanessaview,Liberia,Female,1/8/16 18:13,Yes
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,Mali,Male,6/5/16 7:54,Yes
52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,Bosnia and Herzegovina,Female,6/29/16 10:50,Yes
51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,Brunei Darussalam,Female,4/24/16 13:46,Yes
42.32,29,63891.29,187.09,Digitized radical architecture,New Joshuaport,South Georgia and the South Sandwich Islands,Female,2/14/16 4:14,Yes
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,Czech Republic,Male,6/15/16 5:43,Yes
68.58,41,13996.5,171.54,Exclusive discrete firmware,New Williamville,El Salvador,Male,7/6/16 12:04,Yes
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,Tokelau,Male,3/31/16 13:54,No
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,France,Male,6/21/16 0:52,No
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,Gabon,Male,5/27/16 5:23,No
88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,Bulgaria,Male,1/17/16 18:45,No
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,Burkina Faso,Male,4/7/16 20:34,Yes
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,Mayotte,Male,5/2/16 18:37,Yes
43.88,54,31523.09,166.85,Enhanced methodical database,Dustinmouth,Somalia,Male,6/4/16 17:24,Yes
56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,Albania,Female,4/7/16 18:52,Yes
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,Bolivia,Female,6/10/16 22:21,No
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,Jersey,Male,5/19/16 6:37,Yes
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,British Virgin Islands,Female,3/28/16 23:01,No
67.85,41,78520.99,202.7,Reactive tangible contingency,East Ronald,Saint Helena,Male,1/21/16 22:51,Yes
75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,Bosnia and Herzegovina,Female,3/12/16 6:05,Yes
80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,India,Female,6/4/16 9:13,No
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,Georgia,Male,5/24/16 10:16,No
35.21,39,52340.1,154,Advanced disintermediate data-warehouse,New Timothy,United States Minor Outlying Islands,Female,3/25/16 6:36,Yes
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,Kiribati,Female,4/22/16 0:28,Yes
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,Ghana,Female,3/22/16 4:13,No
59.96,33,77143.61,197.66,Expanded modular application,Staceyfort,Samoa,Male,1/14/16 8:27,Yes
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,Iran,Male,4/14/16 21:37,No
40.88,33,48554.45,136.18,Networked non-volatile synergy,West Shannon,Costa Rica,Male,5/31/16 17:50,Yes
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,Northern Mariana Islands,Male,3/17/16 6:25,Yes
35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,Liechtenstein,Male,4/13/16 7:07,Yes
56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,Grenada,Female,2/3/16 22:11,No
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,Poland,Female,2/2/16 19:59,Yes
49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,Kenya,Male,4/7/16 20:38,Yes
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,Iran,Male,3/15/16 19:35,No
79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,Belgium,Female,3/11/16 12:39,No
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,Namibia,Female,5/17/16 18:06,No
66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,Cyprus,Female,2/28/16 23:10,No
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,Japan,Male,3/2/16 6:35,No
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,Zimbabwe,Male,2/27/16 8:52,Yes
53.33,34,44275.13,111.63,Configurable impactful productivity,Courtneyfort,Andorra,Female,3/14/16 4:34,Yes
50.63,50,25767.16,142.23,Operative full-range forecast,Tammymouth,Luxembourg,Male,3/10/16 15:07,Yes
41.84,49,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,Cyprus,Male,5/1/16 8:27,Yes
53.92,41,25739.09,125.46,Business-focused transitional solution,Lake Amanda,Turkey,Male,6/12/16 11:17,Yes
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,Hong Kong,Female,5/28/16 12:20,No
55.32,43,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,Netherlands,Female,3/18/16 9:08,Yes
53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,United States Virgin Islands,Female,5/26/16 6:03,Yes
43.16,35,25371.52,156.11,Implemented didactic support,Williamsport,Marshall Islands,Female,7/6/16 3:40,Yes
67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,Western Sahara,Male,4/29/16 14:10,Yes
43.16,29,50666.5,143.04,Robust holistic application,Wendyville,Saint Vincent and the Grenadines,Male,3/5/16 20:53,Yes
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,United States of America,Male,5/30/16 8:35,No
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,Angola,Male,4/10/16 6:32,No
74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,Cayman Islands,Female,1/20/16 2:31,No
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,Swaziland,Male,7/20/16 21:53,No
80.96,39,67866.95,225,Integrated leadingedge frame,New Travis,Wallis and Futuna,Male,1/17/16 4:12,No
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,Zimbabwe,Female,2/24/16 7:13,Yes
54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,Chad,Female,3/26/16 19:37,Yes
81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,Saint Martin,Female,6/4/16 9:25,No
79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,Rwanda,Male,4/22/16 7:48,No
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,Moldova,Female,3/31/16 8:53,Yes
82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,Gabon,Female,4/16/16 8:36,No
73.21,30,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,Denmark,Male,5/12/16 20:57,Yes
79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,Svalbard & Jan Mayen Islands,Female,5/7/16 21:32,No
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,Poland,Male,6/25/16 0:33,No
83.69,36,68717,192.57,Robust context-sensitive neural-net,Shelbyport,Fiji,Male,3/23/16 5:27,No
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,Philippines,Female,3/4/16 13:47,No
43.49,45,47968.32,124.67,Synchronized full-range portal,Smithside,Vietnam,Female,6/14/16 12:08,Yes
66.69,35,48758.92,108.27,Integrated encompassing support,Vanessastad,Jersey,Male,5/11/16 19:13,Yes
48.46,49,61230.03,132.38,Devolved human-resource circuit,Lisamouth,Indonesia,Male,1/21/16 23:33,Yes
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,Palestinian Territory,Male,1/15/16 19:45,Yes
42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,Latvia,Female,4/23/16 9:42,Yes
41.46,42,52177.4,128.98,Integrated impactful groupware,Robertstown,Malta,Female,5/23/16 8:06,Yes
45.99,33,51163.14,124.61,Face-to-face methodical intranet,South Mark,Afghanistan,Male,2/27/16 15:04,Yes
68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,Austria,Male,2/23/16 17:37,No
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,Micronesia,Female,3/17/16 22:59,No
49.21,46,49206.4,115.6,Realigned 24/7 core,Carterland,Mexico,Male,2/28/16 3:34,Yes
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,Chile,Female,3/15/16 14:33,Yes
44.13,40,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,Cuba,Female,3/3/16 20:20,Yes
57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,Belarus,Male,4/6/16 14:16,Yes
72.46,40,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,Malawi,Female,5/1/16 9:23,Yes
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,Afghanistan,Female,5/30/16 8:02,Yes
78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,Luxembourg,Male,4/4/16 11:39,No
74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,South Africa,Male,4/6/16 23:10,No
89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,Nepal,Male,4/26/16 21:45,No
44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,Spain,Female,5/25/16 0:34,Yes
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,Hong Kong,Male,2/11/16 16:45,Yes
88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,Slovakia (Slovak Republic),Male,1/30/16 0:05,No
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,Cayman Islands,Female,7/12/16 10:56,No
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,Uganda,Male,4/23/16 3:46,Yes
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,Vanuatu,Female,4/16/16 10:36,No
35.11,35,47638.3,158.03,Extended analyzing emulation,North Jonathan,Anguilla,Male,3/11/16 13:07,Yes
60.39,45,38987.42,108.25,Front-line methodical utilization,Port Christina,Switzerland,Female,3/2/16 15:39,Yes
81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,Zimbabwe,Female,7/13/16 21:31,No
75.03,34,35764.49,255.57,Networked local secured line,East Mike,Uruguay,Male,5/29/16 18:12,Yes
50.87,24,62939.5,190.41,Programmable empowering orchestration,North Angelatown,Liberia,Female,5/10/16 17:13,Yes
82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,Egypt,Male,5/7/16 8:39,No
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,Greece,Male,1/17/16 13:27,No
37.65,51,50457.01,161.29,Automated stable help-desk,Davidview,Bahrain,Male,3/9/16 6:22,Yes
83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,Sri Lanka,Male,4/5/16 18:02,No
91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,Kazakhstan,Male,4/1/16 7:37,Yes
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,Greenland,Female,2/15/16 16:18,No
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,Moldova,Female,3/8/16 5:12,No
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,Poland,Male,2/9/16 23:38,No
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,Anguilla,Female,6/17/16 9:38,No
39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,Central African Republic,Male,6/1/16 12:27,Yes
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,Mexico,Male,2/26/16 23:44,No
90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,Togo,Male,3/11/16 9:58,No
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,Armenia,Male,4/28/16 2:55,No
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,Nicaragua,Male,4/12/16 4:22,No
45.82,27,64410.8,171.24,Expanded full-range synergy,Adamside,Eritrea,Female,2/10/16 20:43,Yes
76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,Canada,Female,5/1/16 23:21,No
70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,Croatia,Male,3/24/16 17:48,No
72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,Switzerland,Female,4/22/16 19:45,No
77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,Yemen,Male,3/9/16 12:10,No
40.34,29,32549.95,173.75,Object-based motivating instruction set,Clarkborough,Tokelau,Male,3/30/16 5:29,Yes
67.39,44,51257.26,107.19,Realigned intermediate application,Josephberg,Armenia,Female,1/24/16 13:41,Yes
68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,Equatorial Guinea,Female,7/15/16 9:42,No
81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,Barbados,Male,6/7/16 5:41,No
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,American Samoa,Female,5/31/16 23:32,No
47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,Saint Lucia,Female,5/14/16 14:49,Yes
79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,Algeria,Male,1/10/16 20:18,No
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,Turkmenistan,Male,2/21/16 16:57,No
41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,Mayotte,Male,5/23/16 0:32,Yes
70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,South Africa,Female,7/21/16 20:30,No
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,Macao,Male,5/15/16 18:44,Yes
44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,France,Male,6/30/16 0:43,Yes
52.17,44,57594.7,115.37,Optional modular throughput,New Julianberg,Equatorial Guinea,Male,2/24/16 6:17,Yes
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,Mali,Female,5/30/16 21:22,No
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,Mayotte,Female,6/2/16 4:14,Yes
76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,Pakistan,Female,4/18/16 7:00,No
54.39,20,52563.22,171.9,Digitized content-based circuit,Richardshire,Guadeloupe,Male,2/29/16 18:06,Yes
37.74,40,65773.49,190.95,Balanced uniform algorithm,Lake James,Denmark,Male,5/27/16 12:45,Yes
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,New Zealand,Male,1/12/16 21:17,No
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,Netherlands Antilles,Female,1/27/16 17:08,No
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,Belarus,Male,6/10/16 3:56,No
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,Taiwan,Female,4/9/16 9:26,No
77.36,41,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,El Salvador,Male,2/26/16 6:00,Yes
55.46,37,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,Taiwan,Female,2/21/16 23:07,Yes
35.66,45,46197.59,151.72,Exclusive cohesive intranet,Port Beth,Peru,Male,4/29/16 14:08,Yes
50.78,51,49957,122.04,Vision-oriented asynchronous Internet solution,West David,Liberia,Male,2/11/16 17:02,Yes
40.47,38,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,Burundi,Female,7/22/16 7:44,Yes
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,Macao,Female,6/26/16 2:34,Yes
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,Venezuela,Male,5/14/16 23:08,No
80.64,26,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,Luxembourg,Male,5/24/16 10:04,No
75.94,27,53042.51,236.96,Future-proofed stable function,Campbellstad,Italy,Male,2/16/16 12:05,No
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,San Marino,Female,3/20/16 2:44,Yes
87.18,31,58287.86,193.6,Right-sized logistical middleware,West Andrew,Madagascar,Female,1/31/16 5:12,No
56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,Norfolk Island,Female,4/1/16 5:17,Yes
75.24,24,52252.91,226.49,Vision-oriented next generation solution,South Christopher,Vanuatu,Male,2/25/16 16:33,No
42.84,52,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,Tunisia,Female,3/21/16 11:02,Yes
67.56,47,50628.31,109.98,Reduced background data-warehouse,Zacharyton,Paraguay,Female,2/12/16 5:20,Yes
34.96,42,36913.51,160.49,Right-sized mobile initiative,West James,Macedonia,Female,6/1/16 16:10,Yes
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Millerview,Heard Island and McDonald Islands,Male,6/16/16 3:17,No
41.86,39,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,Ethiopia,Male,3/26/16 15:28,Yes
34.04,34,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,El Salvador,Female,2/16/16 7:37,Yes
54.96,42,59419.78,113.75,Public-key disintermediate emulation,West Amanda,Niger,Female,2/28/16 9:31,Yes
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,Timor-Leste,Male,5/18/16 1:00,No
78.79,32,68324.48,215.29,Stand-alone background open system,Mauriceshire,Uruguay,Male,2/21/16 13:11,No
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,Somalia,Female,1/5/16 12:59,No
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,Malaysia,Female,5/18/16 0:07,No
55.71,37,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,Korea,Female,3/6/16 23:26,Yes
45.48,49,53336.76,129.16,Networked client-server solution,Blairborough,Lao People's Democratic Republic,Female,5/19/16 4:23,Yes
47,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,Bahamas,Female,4/29/16 20:40,Yes
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Evansville,Guyana,Male,5/3/16 1:09,Yes
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,Ethiopia,Male,6/27/16 21:51,Yes
72.55,22,58953.01,202.34,Balanced empowering success,New Cynthia,Bosnia and Herzegovina,Male,2/8/16 7:33,No
91.15,38,36834.04,184.98,Robust uniform framework,Joshuamouth,Cyprus,Female,2/22/16 7:04,No
80.53,29,66345.1,187.64,Sharable upward-trending support,West Benjamin,Singapore,Male,3/21/16 8:13,No
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,Dominican Republic,Male,5/31/16 0:58,Yes
80.94,36,60803,239.94,Self-enabling local strategy,North Tiffany,Bermuda,Male,1/1/16 5:31,No
61.76,34,33553.9,114.69,Open-source local approach,Edwardsport,Jamaica,Male,5/27/16 8:53,Yes
63.3,38,63071.34,116.19,Polarized intangible encoding,Lake Evantown,Saint Barthelemy,Female,5/9/16 7:13,Yes
36.73,34,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,Albania,Female,6/27/16 1:56,Yes
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,Mozambique,Female,6/3/16 4:51,No
83.98,36,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,Zimbabwe,Female,2/24/16 0:44,No
63.18,45,39211.49,107.92,Reactive upward-trending migration,Hansenland,Georgia,Female,3/5/16 12:03,Yes
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,Brazil,Male,1/15/16 22:49,Yes
32.6,38,40159.2,190.05,Customizable homogeneous contingency,Tylerport,Syrian Arab Republic,Female,2/12/16 3:39,Yes
60.83,19,40478.83,185.46,Versatile next generation pricing structure,West Lacey,Palestinian Territory,Female,2/19/16 20:49,No
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,Grenada,Male,3/12/16 2:48,Yes
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,Ghana,Male,7/23/16 4:04,Yes
79.51,39,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,Brunei Darussalam,Female,3/6/16 9:33,Yes
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,Lithuania,Female,2/24/16 4:11,Yes
64.79,30,42251.59,116.07,Visionary mission-critical application,North Virginia,Maldives,Female,2/17/16 20:22,Yes
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,Lesotho,Male,2/2/16 4:57,No
72.82,34,75769.82,191.82,User-centric discrete success,Jonesmouth,Czech Republic,Male,1/27/16 16:06,No
38.65,31,51812.71,154.77,Total even-keeled architecture,Port Jason,Iceland,Female,5/24/16 9:50,Yes
59.01,30,75265.96,178.75,Focused multimedia implementation,West Annefort,Philippines,Male,2/8/16 22:45,Yes
78.96,50,69868.48,193.15,Stand-alone well-modulated product,East Jason,Cayman Islands,Female,2/12/16 1:55,Yes
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,Haiti,Male,1/11/16 8:18,Yes
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,Colombia,Female,3/3/16 3:51,Yes
62.79,36,18368.57,231.87,Total coherent archive,New James,Luxembourg,Male,5/30/16 20:08,Yes
45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,United Arab Emirates,Female,4/22/16 22:01,Yes
51.65,31,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,Ireland,Female,5/25/16 10:39,No
54.55,44,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,Canada,Male,2/4/16 3:10,Yes
35.66,36,59240.24,172.57,Implemented uniform synergy,Alvarezland,Svalbard & Jan Mayen Islands,Female,2/21/16 20:09,Yes
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,Malta,Female,4/28/16 1:24,No
79.83,29,55764.43,234.23,Innovative regional groupware,North Frankstad,Sudan,Male,5/18/16 19:33,No
85.35,37,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,Ecuador,Female,2/17/16 11:15,No
56.78,28,39939.39,124.32,Mandatory empowering focus group,Melanieton,Senegal,Male,6/19/16 23:04,Yes
78.67,26,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,Cambodia,Male,2/20/16 9:54,No
70.09,21,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,Belarus,Male,1/22/16 12:58,No
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,Guyana,Male,2/19/16 13:26,No
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,Mali,Male,1/3/16 7:13,No
35.25,50,47051.02,194.44,Intuitive global website,Waltertown,Iran,Female,1/3/16 4:39,Yes
37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,Bulgaria,Male,4/13/16 13:04,Yes
68.01,25,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,Afghanistan,Female,1/1/16 3:35,No
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,Liberia,Male,3/27/16 8:32,Yes
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,Netherlands Antilles,Female,7/10/16 16:25,Yes
40.18,29,50760.23,151.96,Enhanced intangible portal,Lake Tracy,Hong Kong,Male,6/25/16 4:21,Yes
45.17,48,34418.09,132.07,Down-sized background groupware,Taylormouth,Palau,Male,1/27/16 14:41,Yes
50.48,50,20592.99,162.43,Switchable real-time product,Dianaville,Malawi,Male,5/16/16 18:51,Yes
80.87,28,63528.8,203.3,Ameliorated local workforce,Collinsburgh,Uruguay,Male,2/27/16 20:20,No
41.88,40,44217.68,126.11,Streamlined exuding adapter,Port Rachel,Cyprus,Female,2/28/16 23:54,Yes
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,Mexico,Male,6/13/16 6:11,Yes
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,Niger,Female,5/5/16 11:07,Yes
54.97,31,51900.03,116.38,Virtual bifurcated portal,Robinsontown,France,Female,7/7/16 12:17,Yes
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,Japan,Male,5/24/16 17:07,No
